Rank,Player,Stat,Line,Pick,Platform,Goblin/Demon,Multiplier,Confidence,Rank Score,Result,Actual Value,Avg Edge Side,Avg Same Line Market Prob Side,Avg All Books Market Prob Side,Same Line Books,All Books,Edge,Model Alpha,Agreement,Signals,Market Consensus Line,Market Consensus Prob,Best Over Odds,Best Over Book,Best Under Odds,Best Under Book,DFS vs Market,FanDuel line,FanDuel line_delta,FanDuel over_no_vig_prob,FanDuel under_no_vig_prob,FanDuel edge,DraftKings line,DraftKings line_delta,DraftKings over_no_vig_prob,DraftKings under_no_vig_prob,DraftKings edge,BetRivers line,BetRivers line_delta,BetRivers over_no_vig_prob,BetRivers under_no_vig_prob,BetRivers edge,BetOnline line,BetOnline line_delta,BetOnline over_no_vig_prob,BetOnline under_no_vig_prob,BetOnline edge,Bovada line,Bovada line_delta,Bovada over_no_vig_prob,Bovada under_no_vig_prob,Bovada edge,BetMGM line,BetMGM line_delta,BetMGM over_no_vig_prob,BetMGM under_no_vig_prob,BetMGM edge,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
1,Dyson Daniels,PA,30.5,UNDER,Underdog,,,78.5%,95.44,,,0.4133,,0.9533,0,4,0.4133,-0.1685,1.0,-14.6814,18.5,50.8%,-105,BetMGM,-102,DraftKings,FAVORABLE,18.5,-12.0,4.7%,95.3%,0.2449,17.5,-13.0,4.5%,95.5%,0.2449,,,,,,,,,,,18.5,-12.0,4.7%,95.3%,0.2449,18.5,-12.0,4.7%,95.3%,0.2449,-1.28,-1.34,-2.58,-13.5,0.63,1.8,1.6,0.0041,100.0%
2,LaMelo Ball,PTS,14.5,OVER,PrizePicks,Goblin,,80.9%,81.39,,,0.2676,,0.8076,0,6,0.2676,0.001,1.0,-5.5828,20.0,48.5%,185,Bovada,120,BetRivers,FAVORABLE,20.5,6.0,80.7%,19.3%,0.2687,19.5,5.0,79.8%,20.2%,0.2687,18.5,4.0,79.5%,20.5%,0.2687,20.5,6.0,81.7%,18.3%,0.2687,23.5,9.0,83.2%,16.8%,0.2687,19.5,5.0,79.7%,20.3%,0.2687,-1.19,-2.2,-0.78,-9.7,4.49,1.8,2.0,0.0074,100.0%
3,Tyrese Maxey,3PM,1.5,OVER,PrizePicks,Goblin,,74.9%,71.38,,,0.244,,0.784,0,6,0.244,-0.0352,1.0,-1.7402,2.5,51.9%,160,Bovada,114,DraftKings,FAVORABLE,2.5,1.0,77.4%,22.6%,0.2088,2.5,1.0,78.5%,21.4%,0.2088,2.5,1.0,78.3%,21.7%,0.2088,2.5,1.0,77.6%,22.4%,0.2088,3.5,2.0,82.0%,18.0%,0.2088,2.5,1.0,76.5%,23.5%,0.2088,-1.55,-1.46,-0.92,-1.7,-0.11,2.0,2.0,0.0077,100.0%
4,Mikal Bridges,3PM,0.5,OVER,PrizePicks,Goblin,,78.0%,69.13,,,0.1987,,0.7387,0,1,0.1987,0.0408,1.0,-1.4262,1.5,46.3%,102,FanDuel,-135,FanDuel,FAVORABLE,1.5,1.0,73.9%,26.1%,0.2395,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,-1.74,-0.51,-1.7,0.23,1.8,2.0,0.0039,100.0%
5,Joel Embiid,3PM,0.5,OVER,PrizePicks,Goblin,,74.2%,66.6,,,0.2164,,0.7564,0,6,0.2164,-0.0149,1.0,-0.9874,1.5,40.6%,134,BetOnline.ag,-169,Bovada,FAVORABLE,1.5,1.0,75.3%,24.7%,0.2015,1.5,1.0,75.8%,24.2%,0.2015,1.5,1.0,76.0%,24.0%,0.2015,1.5,1.0,75.3%,24.7%,0.2015,1.5,1.0,75.8%,24.1%,0.2015,1.5,1.0,75.6%,24.4%,0.2015,-0.71,-1.46,-2.0,-1.7,0.88,2.0,2.0,0.0074,100.0%
6,Stephon Castle,3PM,0.5,OVER,PrizePicks,Goblin,,71.2%,63.35,,,0.217,,0.757,0,6,0.217,-0.0446,1.0,0.3216,1.5,37.5%,165,BetMGM,-189,FanDuel,FAVORABLE,1.5,1.0,76.4%,23.6%,0.1724,1.5,1.0,76.4%,23.6%,0.1724,1.5,1.0,75.4%,24.6%,0.1724,1.5,1.0,75.5%,24.4%,0.1724,1.5,1.0,76.5%,23.5%,0.1724,1.5,1.0,73.9%,26.1%,0.1724,-0.97,-0.79,-0.5,-0.5,-0.11,1.6,1.6,0.004,100.0%
7,Karl-Anthony Towns,3PM,0.5,OVER,PrizePicks,Goblin,,69.8%,62.63,,,0.2302,,0.7702,0,1,0.2302,-0.0718,1.0,-0.9675,1.5,43.7%,114,FanDuel,-152,FanDuel,FAVORABLE,1.5,1.0,77.0%,23.0%,0.1584,,,,,,,,,,,,,,,,,,,,,,,,,,-2.14,-1.84,0.27,-0.9,-0.15,1.8,2.0,0.0077,100.0%
8,Naz Reid,3PM,2.5,UNDER,Underdog,,0.76x,81.4%,62.39,,,0.1408,0.6595,0.6809,1,6,0.1195,0.1542,1.0,-0.0067,1.5,45.1%,175,Bovada,132,DraftKings,FAVORABLE,1.5,-1.0,30.8%,69.2%,0.2737,1.5,-1.0,32.0%,68.0%,0.2737,1.5,-1.0,31.4%,68.7%,0.2737,1.5,-1.0,31.5%,68.5%,0.2737,2.5,0.0,34.1%,66.0%,0.2737,1.5,-1.0,31.8%,68.2%,0.2737,-0.54,-2.37,-0.75,-1.5,1.16,2.0,2.0,0.0179,100.0%
9,De'Aaron Fox,STL,1.5,UNDER,Underdog,,0.76x,79.7%,57.88,,,0.1104,0.6504,0.6504,3,3,0.1104,0.1462,1.0,-2.0333,1.5,65.0%,170,DraftKings,-222,FanDuel,NEUTRAL,1.5,0.0,35.6%,64.4%,0.2566,1.5,0.0,34.6%,65.4%,0.2566,,,,,,,,,,,1.5,0.0,34.6%,65.4%,0.2566,,,,,,-0.77,-1.75,-3.0,-0.7,0.39,1.8,2.0,0.008,100.0%
10,De'Aaron Fox,REB,2.5,OVER,PrizePicks,Goblin,,75.5%,57.4,,,0.1388,,0.6789,0,6,0.1389,0.0766,1.0,-0.2532,3.5,46.4%,110,Bovada,-115,BetMGM,FAVORABLE,3.5,1.0,67.4%,32.6%,0.2154,3.5,1.0,66.9%,33.1%,0.2154,3.5,1.0,67.6%,32.4%,0.2154,3.5,1.0,68.1%,31.9%,0.2154,3.5,1.0,66.3%,33.7%,0.2154,3.5,1.0,71.1%,28.9%,0.2154,-0.8,-1.06,-0.71,-1.7,0.42,1.6,2.0,0.0023,100.0%
11,Jalen Green,STL,1.5,UNDER,Underdog,,0.70x,78.0%,57.19,,,0.1178,0.6578,0.6578,3,3,0.1178,0.1221,1.0,-0.7261,1.5,65.8%,178,FanDuel,-233,DraftKings,NEUTRAL,1.5,0.0,33.7%,66.3%,0.2399,1.5,0.0,34.4%,65.6%,0.2399,,,,,,,,,,,1.5,0.0,34.6%,65.4%,0.2399,,,,,,-0.52,-1.12,-1.86,-0.9,0.48,1.6,1.6,0.0123,100.0%
12,Donte DiVincenzo,STL,0.5,OVER,PrizePicks,Goblin,,70.2%,57.08,,,0.1937,,0.7337,0,3,0.1937,-0.0319,1.0,-1.9466,1.5,38.1%,148,FanDuel,-189,Bovada,FAVORABLE,1.5,1.0,73.0%,27.0%,0.1618,1.5,1.0,73.5%,26.5%,0.1618,,,,,,,,,,,1.5,1.0,73.6%,26.4%,0.1618,,,,,,-2.14,-1.75,-1.0,-0.7,-0.16,1.8,2.0,0.0102,100.0%
13,LaMelo Ball,REB,3.5,OVER,PrizePicks,Goblin,,71.3%,56.01,,,0.173,,0.713,0,6,0.173,0.0003,1.0,-1.3429,4.5,51.4%,140,Bovada,115,BetMGM,FAVORABLE,4.5,1.0,70.7%,29.3%,0.1733,4.5,1.0,70.6%,29.4%,0.1733,4.5,1.0,68.9%,31.1%,0.1733,4.5,1.0,71.0%,29.0%,0.1733,5.5,2.0,73.4%,26.6%,0.1733,4.5,1.0,73.2%,26.9%,0.1733,-1.15,-1.46,-0.59,-1.7,0.36,1.6,1.6,0.0049,100.0%
14,Tobias Harris,3PM,0.5,OVER,PrizePicks,Goblin,,69.3%,55.49,,,0.1884,,0.7284,0,6,0.1884,-0.0354,1.0,-1.4294,1.5,37.8%,152,BetOnline.ag,-189,BetMGM,FAVORABLE,1.5,1.0,72.9%,27.1%,0.1531,1.5,1.0,72.8%,27.2%,0.1531,1.5,1.0,72.5%,27.5%,0.1531,1.5,1.0,72.4%,27.6%,0.1531,1.5,1.0,72.6%,27.4%,0.1531,1.5,1.0,73.8%,26.2%,0.1531,-1.03,-0.94,-1.5,-0.7,-0.07,1.2,1.6,0.0036,100.0%
15,Stephon Castle,RA,9.5,OVER,PrizePicks,Goblin,,67.2%,55.28,,,0.2155,,0.7555,0,4,0.2155,-0.0833,1.0,-2.9689,12.0,49.5%,110,FanDuel,103,DraftKings,FAVORABLE,12.5,3.0,76.3%,23.7%,0.1322,11.5,2.0,74.5%,25.5%,0.1322,,,,,,,,,,,12.5,3.0,77.1%,22.9%,0.1322,11.5,2.0,74.2%,25.8%,0.1322,-1.49,-2.52,-0.1,-4.5,1.84,1.8,2.0,0.0273,100.0%
16,Karl-Anthony Towns,AST,1.5,OVER,PrizePicks,Goblin,,69.8%,53.17,,,0.1679,,0.7079,0,1,0.1679,-0.0094,1.0,-0.9642,2.5,44.4%,110,FanDuel,-147,FanDuel,FAVORABLE,2.5,1.0,70.8%,29.2%,0.1585,,,,,,,,,,,,,,,,,,,,,,,,,,-1.77,-0.4,-0.27,-0.3,-1.03,1.6,1.2,0.0129,100.0%
17,Jalen Johnson,STL,0.5,OVER,PrizePicks,Goblin,,68.4%,52.38,,,0.1742,,0.7142,0,1,0.1742,-0.0302,1.0,-0.6356,1.5,35.6%,162,FanDuel,-222,FanDuel,FAVORABLE,1.5,1.0,71.4%,28.6%,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,-1.25,-0.79,-1.0,-0.5,-0.29,1.6,1.6,0.0075,100.0%
18,LaMelo Ball,STL,0.5,OVER,PrizePicks,Goblin,,65.7%,51.84,,,0.1976,,0.7376,0,2,0.1976,-0.0803,1.0,-1.0156,1.5,38.7%,148,FanDuel,-182,DraftKings,FAVORABLE,1.5,1.0,73.0%,27.0%,0.1173,1.5,1.0,74.5%,25.5%,0.1173,,,,,,,,,,,,,,,,,,,,,-0.61,-1.11,-1.79,-1.3,0.59,1.6,1.6,0.0129,100.0%
19,Julius Randle,3PM,0.5,OVER,PrizePicks,Goblin,,65.1%,51.76,,,0.1991,,0.7391,0,6,0.1991,-0.0879,1.0,-0.0012,1.5,38.2%,160,Bovada,-179,BetRivers,FAVORABLE,1.5,1.0,73.6%,26.4%,0.1111,1.5,1.0,73.4%,26.6%,0.1111,1.5,1.0,76.0%,24.0%,0.1111,1.5,1.0,73.2%,26.8%,0.1111,1.5,1.0,72.2%,27.9%,0.1111,1.5,1.0,75.1%,24.9%,0.1111,-1.14,-0.4,0.0,-0.3,-0.56,1.2,1.2,0.0104,100.0%
20,Julius Randle,STL,0.5,OVER,PrizePicks,Goblin,,65.7%,51.45,,,0.1789,,0.7189,0,3,0.1789,-0.0616,1.0,3.4753,1.5,36.2%,162,FanDuel,-208,Bovada,FAVORABLE,1.5,1.0,71.4%,28.6%,0.1172,1.5,1.0,72.0%,28.1%,0.1172,,,,,,,,,,,1.5,1.0,72.3%,27.7%,0.1172,,,,,,-0.62,-1.86,3.0,-1.9,1.26,1.6,2.0,0.0053,100.0%
21,Jalen Brunson,AST,5.5,OVER,PrizePicks,Goblin,,67.6%,50.88,,,0.1703,,0.7103,0,1,0.1703,-0.0346,1.0,0.1184,7.5,45.7%,104,FanDuel,-139,FanDuel,FAVORABLE,7.5,2.0,71.0%,29.0%,0.1357,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,-0.92,-0.76,-2.7,1.51,1.8,1.6,0.0127,100.0%
22,Stephon Castle,STL,1.5,UNDER,Underdog,,0.81x,76.9%,50.46,,,0.0896,0.6296,0.6296,3,3,0.0896,0.139,1.0,-2.944,1.5,63.0%,155,DraftKings,-200,FanDuel,NEUTRAL,1.5,0.0,37.7%,62.3%,0.2286,1.5,0.0,36.7%,63.3%,0.2286,,,,,,,,,,,1.5,0.0,36.7%,63.3%,0.2286,,,,,,-0.41,-0.94,-4.5,-0.7,0.4,1.6,1.6,0.0042,100.0%
23,Naz Reid,BLK,1.5,UNDER,Underdog,,0.76x,74.6%,49.88,,,0.1037,0.6437,0.6437,1,1,0.1037,0.1018,1.0,-1.1949,1.5,64.4%,162,FanDuel,-222,FanDuel,NEUTRAL,1.5,0.0,35.6%,64.4%,0.2055,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,0.07,-3.0,0.1,-0.6,1.4,1.2,0.018,100.0%
24,Jalen Williams,AST,3.5,OVER,PrizePicks,Goblin,,69.9%,47.57,,,0.1397,,0.6797,0,1,0.1397,0.0193,1.0,-3.8097,4.5,51.9%,-125,FanDuel,-106,FanDuel,FAVORABLE,4.5,1.0,68.0%,32.0%,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.46,-3.0,-1.1,-0.85,1.2,1.2,0.0133,100.0%
25,Naz Reid,TOV,2.5,UNDER,Underdog,,0.82x,83.5%,46.73,,,0.0,,,0,0,,0.2945,1.0,-2.0412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.35,-3.0,-0.5,-0.37,1.6,1.2,0.0034,100.0%
26,Stephon Castle,STL,0.5,OVER,PrizePicks,Goblin,,60.3%,45.35,,,0.1854,,0.7254,0,3,0.1854,-0.1226,1.0,4.4714,1.5,37.0%,155,DraftKings,-200,FanDuel,FAVORABLE,1.5,1.0,73.0%,27.0%,0.0628,1.5,1.0,72.3%,27.7%,0.0628,,,,,,,,,,,1.5,1.0,72.3%,27.7%,0.0628,,,,,,-0.93,-0.4,4.5,-0.3,-0.4,0.8,1.2,0.0032,100.0%
27,Brandon Miller,AST,2.5,OVER,PrizePicks,Goblin,,68.0%,45.27,,,0.1272,,0.6672,0,6,0.1272,0.0123,1.0,1.5165,3.5,46.5%,105,Bovada,-125,BetMGM,FAVORABLE,3.5,1.0,66.0%,34.0%,0.1395,3.5,1.0,66.6%,33.4%,0.1395,3.5,1.0,66.2%,33.8%,0.1395,3.5,1.0,67.1%,32.9%,0.1395,3.5,1.0,66.2%,33.8%,0.1395,3.5,1.0,68.1%,31.9%,0.1395,-0.45,-0.85,0.41,-1.9,0.9,1.8,1.6,0.0278,100.0%
28,Kon Knueppel,AST,2.5,OVER,PrizePicks,Goblin,,71.1%,44.88,,,0.095,,0.635,0,6,0.095,0.0764,1.0,0.6329,3.5,43.7%,120,BetMGM,-145,BetOnline.ag,FAVORABLE,3.5,1.0,63.1%,36.9%,0.1714,3.5,1.0,64.1%,35.9%,0.1714,3.5,1.0,63.0%,37.0%,0.1714,3.5,1.0,64.1%,35.9%,0.1714,3.5,1.0,64.4%,35.6%,0.1714,3.5,1.0,62.3%,37.7%,0.1714,-0.47,-0.92,-0.2,-1.9,0.93,1.6,1.6,0.0115,100.0%
29,Donte DiVincenzo,3PM,3.5,UNDER,Underdog,,0.79x,77.0%,44.82,,,0.062,0.5829,0.602,4,6,0.0429,0.187,1.0,-0.2059,3.5,52.1%,132,BetOnline.ag,140,FanDuel,NEUTRAL,2.5,-1.0,36.3%,63.7%,0.23,3.5,0.0,42.2%,57.8%,0.23,2.5,-1.0,35.7%,64.3%,0.23,3.5,0.0,40.5%,59.5%,0.23,3.5,0.0,42.4%,57.6%,0.23,3.5,0.0,41.7%,58.3%,0.23,-0.32,-0.55,-2.0,-0.9,0.37,1.6,1.6,0.0126,100.0%
30,Victor Wembanyama,STL,1.5,UNDER,Underdog,,0.82x,76.6%,44.77,,,0.0443,0.5843,0.5843,3,3,0.0443,0.1822,1.0,0.8846,1.5,58.4%,126,FanDuel,-164,Bovada,NEUTRAL,1.5,0.0,41.4%,58.6%,0.2264,1.5,0.0,41.6%,58.4%,0.2264,,,,,,,,,,,1.5,0.0,41.7%,58.3%,0.2264,,,,,,-0.33,-0.07,-0.66,-0.1,-0.35,1.2,1.2,0.0245,100.0%
31,Victor Wembanyama,STL,0.5,OVER,PrizePicks,Goblin,,58.0%,44.65,,,0.2188,,0.7588,0,3,0.2188,-0.1792,1.0,1.0455,1.5,41.6%,126,FanDuel,-164,Bovada,FAVORABLE,1.5,1.0,75.8%,24.2%,0.0395,1.5,1.0,75.9%,24.1%,0.0395,,,,,,,,,,,1.5,1.0,76.0%,24.0%,0.0395,,,,,,-0.41,-0.66,-0.13,-0.9,0.35,1.6,1.2,0.0327,100.0%
32,De'Aaron Fox,STL,0.5,OVER,PrizePicks,Goblin,,62.2%,44.33,,,0.1688,,0.7088,0,3,0.1688,-0.0873,1.0,3.0333,1.5,35.0%,170,DraftKings,-222,FanDuel,FAVORABLE,1.5,1.0,71.4%,28.6%,0.0815,1.5,1.0,70.6%,29.4%,0.0815,,,,,,,,,,,1.5,1.0,70.6%,29.4%,0.0815,,,,,,-1.73,-0.75,3.0,-0.3,-0.39,1.6,1.6,0.0205,100.0%
33,Brandon Miller,STL,1.5,UNDER,Underdog,,0.71x,81.4%,43.86,,,0.0,,,0,0,,0.2737,1.0,-1.3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.91,-2.25,-1.15,-1.1,0.65,1.4,2.0,0.0153,100.0%
34,Julius Randle,3PM,1.5,UNDER,Underdog,,0.78x,71.7%,43.52,,,0.0784,0.6184,0.6184,6,6,0.0784,0.0984,1.0,0.9285,1.5,61.8%,160,Bovada,-179,BetRivers,NEUTRAL,1.5,0.0,37.8%,62.2%,0.1768,1.5,0.0,37.5%,62.5%,0.1768,1.5,0.0,40.6%,59.4%,0.1768,1.5,0.0,37.3%,62.7%,0.1768,1.5,0.0,36.1%,63.9%,0.1768,1.5,0.0,39.6%,60.4%,0.1768,-0.19,-0.94,-1.0,-0.7,0.56,1.6,1.6,0.0024,100.0%
35,Jalen Green,STL,0.5,OVER,PrizePicks,Goblin,,62.5%,43.08,,,0.1628,,0.7028,0,3,0.1628,-0.0776,1.0,0.6352,1.5,34.2%,178,FanDuel,-233,DraftKings,FAVORABLE,1.5,1.0,69.8%,30.2%,0.0852,1.5,1.0,70.4%,29.6%,0.0852,,,,,,,,,,,1.5,1.0,70.6%,29.4%,0.0852,,,,,,-0.72,-0.12,0.27,-0.1,-0.48,1.0,0.8,0.0072,100.0%
36,Brandon Miller,3PM,2.5,OVER,PrizePicks,Goblin,,63.2%,42.82,,,0.1591,,0.6991,0,6,0.1591,-0.0666,1.0,-0.8522,3.5,43.3%,120,BetMGM,-143,BetRivers,FAVORABLE,3.5,1.0,69.9%,30.1%,0.0925,3.5,1.0,69.8%,30.2%,0.0925,3.5,1.0,71.6%,28.4%,0.0925,3.5,1.0,69.9%,30.1%,0.0925,3.5,1.0,69.1%,30.9%,0.0925,3.5,1.0,69.1%,30.9%,0.0925,-0.88,-2.27,-0.44,-1.7,1.04,1.4,2.0,0.0065,100.0%
37,Josh Giddey,3PM,1.5,OVER,PrizePicks,Goblin,,63.8%,42.71,,,0.1614,,0.7014,0,1,0.1614,-0.0629,1.0,-3.2281,2.5,43.7%,115,Bovada,-149,Bovada,FAVORABLE,,,,,,,,,,,,,,,,,,,,,2.5,1.0,70.1%,29.9%,0.0985,,,,,,-0.38,-0.08,-4.5,-0.1,-0.36,1.4,0.8,0.011,100.0%
38,LaMelo Ball,STL,1.5,UNDER,Underdog,,0.72x,70.4%,41.85,,,0.0733,0.6134,0.6134,2,2,0.0734,0.0908,1.0,2.6062,1.5,61.3%,148,FanDuel,-182,DraftKings,NEUTRAL,1.5,0.0,37.7%,62.3%,0.1642,1.5,0.0,39.6%,60.4%,0.1642,,,,,,,,,,,,,,,,,,,,,-0.25,0.26,0.89,0.3,-0.59,1.2,0.8,0.0017,100.0%
39,Josh Hart,3PM,0.5,OVER,PrizePicks,Goblin,,71.0%,41.76,,,0.0781,,0.6181,0,1,0.0781,0.0919,1.0,0.1115,1.5,34.1%,174,FanDuel,-238,FanDuel,FAVORABLE,1.5,1.0,61.8%,38.2%,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.99,-0.13,-1.7,0.71,1.2,1.6,0.0164,100.0%
40,Donte DiVincenzo,TOV,2.5,UNDER,Underdog,,0.77x,79.2%,41.72,,,0.0,,,0,0,,0.252,1.0,0.5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.92,-0.46,-0.25,-0.5,-0.51,1.6,1.6,0.0176,100.0%
41,Naz Reid,BLK,0.5,OVER,PrizePicks,Goblin,,58.6%,40.94,,,0.1742,,0.7142,0,1,0.1742,-0.1284,1.0,4.3205,1.5,35.6%,162,FanDuel,-222,FanDuel,FAVORABLE,1.5,1.0,71.4%,28.6%,0.0458,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.81,3.0,-1.1,0.6,1.4,1.6,0.0144,100.0%
42,Jalen Johnson,STL,1.5,UNDER,Underdog,,0.70x,66.9%,40.9,,,0.1037,0.6437,0.6437,1,1,0.1037,0.0257,1.0,1.4733,1.5,64.4%,162,FanDuel,-222,FanDuel,NEUTRAL,1.5,0.0,35.6%,64.4%,0.1294,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.79,-0.0,-0.5,0.29,1.2,1.6,0.0041,100.0%
43,Ace Bailey,AST,1.5,OVER,PrizePicks,Goblin,,71.4%,40.52,,,0.0813,0.604,0.6213,2,3,0.064,0.1103,1.0,0.8363,1.5,51.8%,170,Bovada,140,BetMGM,NEUTRAL,,,,,,1.5,0.0,59.7%,40.3%,0.1744,,,,,,,,,,,2.5,1.0,65.6%,34.4%,0.1744,1.5,0.0,61.1%,38.9%,0.1744,-0.26,-1.37,-0.25,-1.5,1.22,1.4,1.6,0.0208,100.0%
44,Donte DiVincenzo,3PA,8.5,UNDER,Underdog,,,77.9%,39.61,,,0.0,,,0,0,,0.2387,1.0,-0.4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,0.04,-2.25,0.1,-0.83,1.6,1.2,0.0079,100.0%
45,Julius Randle,FGA,18.5,UNDER,Underdog and PrizePicks,,1.03x,78.2%,39.51,,,0.0,,,0,0,,0.2424,1.0,-1.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-0.3,-0.58,-1.7,-1.44,1.8,1.6,0.0173,100.0%
46,Paul George,3PM,1.5,OVER,PrizePicks,Goblin,,68.8%,39.24,,,0.0404,0.6218,0.5804,1,6,0.0818,0.0662,1.0,-0.4091,2.5,44.1%,142,FanDuel,145,BetRivers,FAVORABLE,2.5,1.0,55.3%,44.7%,0.148,2.5,1.0,58.2%,41.8%,0.148,1.5,0.0,62.2%,37.8%,0.148,2.5,1.0,56.9%,43.1%,0.148,2.5,1.0,58.5%,41.5%,0.148,2.5,1.0,57.3%,42.7%,0.148,-0.32,-0.62,-0.8,-2.1,1.03,1.2,1.2,0.0055,100.0%
47,Donte DiVincenzo,STL,1.5,UNDER,Underdog,,0.75x,68.7%,39.07,,,0.0786,0.6186,0.6186,3,3,0.0786,0.0686,1.0,2.1466,1.5,61.9%,148,FanDuel,-189,Bovada,NEUTRAL,1.5,0.0,37.7%,62.3%,0.1472,1.5,0.0,38.3%,61.7%,0.1472,,,,,,,,,,,1.5,0.0,38.4%,61.6%,0.1472,,,,,,-0.36,-0.75,-0.0,-0.3,0.16,1.8,1.6,0.0399,100.0%
48,Julius Randle,STL,1.5,UNDER,Underdog,,0.75x,67.0%,38.42,,,0.0978,0.6378,0.6378,3,3,0.0978,0.0326,1.0,-1.4365,1.5,63.8%,162,FanDuel,-208,Bovada,NEUTRAL,1.5,0.0,35.6%,64.4%,0.1305,1.5,0.0,36.3%,63.7%,0.1305,,,,,,,,,,,1.5,0.0,36.7%,63.3%,0.1305,,,,,,-0.36,0.88,-3.0,0.9,-1.26,1.0,0.4,0.016,100.0%
49,Tyrese Maxey,RA,8.5,OVER,PrizePicks,Goblin,,65.2%,38.41,,,0.1171,,0.6571,0,4,0.1171,-0.0053,1.0,-2.2405,10.5,47.0%,115,Bovada,105,DraftKings,FAVORABLE,10.5,2.0,66.2%,33.8%,0.1118,9.5,1.0,65.0%,35.0%,0.1118,,,,,,,,,,,10.5,2.0,65.2%,34.8%,0.1118,10.5,2.0,66.5%,33.5%,0.1118,-0.82,-0.47,-1.07,-1.3,-0.99,1.2,1.2,0.0114,100.0%
50,LaMelo Ball,3PM,4.5,UNDER,Underdog,,0.80x,65.9%,38.17,,,0.1038,0.6388,0.6438,1,6,0.0988,0.0201,1.0,0.67,3.5,48.1%,160,Bovada,118,BetRivers,FAVORABLE,3.5,-1.0,36.7%,63.3%,0.1189,3.5,-1.0,34.3%,65.7%,0.1189,3.5,-1.0,37.7%,62.3%,0.1189,3.5,-1.0,34.8%,65.1%,0.1189,4.5,0.0,36.1%,63.9%,0.1189,3.5,-1.0,34.0%,66.0%,0.1189,-0.58,0.2,-0.51,0.3,-1.15,1.2,1.2,0.0092,100.0%
51,Tobias Harris,REB,4.5,OVER,PrizePicks,Goblin,,66.9%,38.02,,,0.093,,0.633,0,6,0.093,0.0357,1.0,-0.6293,5.5,44.7%,165,Bovada,-122,DraftKings,FAVORABLE,5.5,1.0,62.7%,37.3%,0.1286,5.5,1.0,64.4%,35.6%,0.1286,5.5,1.0,61.8%,38.2%,0.1286,5.5,1.0,62.3%,37.7%,0.1286,6.5,2.0,67.0%,33.0%,0.1286,5.5,1.0,61.5%,38.5%,0.1286,-0.39,-0.97,-1.5,-1.9,1.13,1.4,1.6,0.0087,100.0%
52,Victor Wembanyama,AST,3.5,UNDER,Underdog,,0.83x,70.8%,37.79,,,0.0745,0.6022,0.6145,4,6,0.0622,0.1057,1.0,-2.7971,3.5,54.2%,150,Bovada,124,BetOnline.ag,NEUTRAL,3.5,0.0,40.0%,60.1%,0.1679,2.5,-1.0,36.0%,64.0%,0.1679,3.5,0.0,41.1%,58.9%,0.1679,2.5,-1.0,36.2%,63.8%,0.1679,3.5,0.0,37.5%,62.5%,0.1679,3.5,0.0,40.6%,59.4%,0.1679,-0.32,-0.06,-4.5,-0.1,-0.42,1.4,1.2,0.0096,100.0%
53,Naz Reid,FGA,12.5,UNDER,PrizePicks,,,77.2%,37.79,,,0.0,,,0,0,,0.2319,1.0,-1.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-1.1,-1.87,-3.7,2.3,1.6,1.6,0.0194,100.0%
54,Naz Reid,SB,2.5,UNDER,Underdog,,0.79x,76.4%,37.19,,,0.0,,,0,0,,0.2239,1.0,-1.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,0.08,-3.0,0.1,-0.63,1.6,1.2,0.0083,100.0%
55,Ausar Thompson,AST,3.5,UNDER,Underdog,,0.78x,70.0%,36.94,,,0.0581,0.5956,0.5981,5,6,0.0556,0.1048,1.0,-0.6224,3.5,56.4%,140,Bovada,131,DraftKings,NEUTRAL,3.5,0.0,41.0%,59.0%,0.1604,2.5,-1.0,39.0%,61.1%,0.1604,3.5,0.0,40.6%,59.4%,0.1604,3.5,0.0,40.9%,59.1%,0.1604,3.5,0.0,39.1%,60.9%,0.1604,3.5,0.0,40.6%,59.4%,0.1604,-0.35,-0.3,-2.0,-0.5,-0.08,1.4,1.2,0.0062,100.0%
56,Julius Randle,3PA,4.5,UNDER,Underdog,,0.88x,75.8%,36.5,,,0.0,,,0,0,,0.2185,1.0,-1.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-1.46,-3.0,-1.7,1.58,1.6,2.0,0.0059,100.0%
