Rank,Player,Stat,Line,Pick,Platform,Goblin/Demon,Multiplier,Confidence,Tier,Recommendation,Rank Score,Result,Actual value,FULL_ALL Pick,FULL_ALL Confidence,FULL_ALL Rank score,FULL_ALL Result,FULL_TIGHT Pick,FULL_TIGHT Confidence,FULL_TIGHT Rank score,FULL_TIGHT Result,REDUCED_ALL Pick,REDUCED_ALL Confidence,REDUCED_ALL Rank score,REDUCED_ALL Result,REDUCED_TIGHT Pick,REDUCED_TIGHT Confidence,REDUCED_TIGHT Rank score,REDUCED_TIGHT Result,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio,FanDuel line,FanDuel line_delta,FanDuel over_hit_prob,FanDuel under_hit_prob,FanDuel edge,DraftKings line,DraftKings line_delta,DraftKings over_hit_prob,DraftKings under_hit_prob,DraftKings edge,BetRivers line,BetRivers line_delta,BetRivers over_hit_prob,BetRivers under_hit_prob,BetRivers edge,BetOnline line,BetOnline line_delta,BetOnline over_hit_prob,BetOnline under_hit_prob,BetOnline edge,Bovada line,Bovada line_delta,Bovada over_hit_prob,Bovada under_hit_prob,Bovada edge,BetMGM line,BetMGM line_delta,BetMGM over_hit_prob,BetMGM under_hit_prob,BetMGM edge
932,Collin Sexton,STL,0.5,OVER,PrizePicks,Goblin,,57.3%,A,DO NOT BET,32.81,✅ HIT,1.0,OVER,54.5%,31.27,✅ HIT,OVER,54.0%,31.02,✅ HIT,OVER,60.6%,34.62,✅ HIT,OVER,60.1%,34.33,✅ HIT,-0.41,-0.6,-4.5,-0.7,0.22,1.4,1.2,0.0304,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Shai Gilgeous-Alexander,REB,4.0,OVER,PrizePicks,,,52.8%,B,DO NOT BET,32.77,❌ MISS,2.0,OVER,52.6%,32.1,❌ MISS,OVER,53.3%,33.23,❌ MISS,OVER,52.3%,32.38,❌ MISS,OVER,52.9%,33.36,❌ MISS,-0.46,0.2,-0.95,0.2,-0.65,1.0,0.8,0.0039,100.0%,4.5,0.5,58.0%,42.0%,-0.0336,,,,,,,,,,,,,,,,,,,,,,,,,
934,Payton Pritchard,RA,8.5,OVER,Underdog,,1.02x,50.2%,C,DO NOT BET,32.69,❌ MISS,3.0,OVER,50.5%,33.1,❌ MISS,OVER,50.7%,33.25,❌ MISS,UNDER,50.2%,11.04,✅ HIT,UNDER,50.2%,11.0,✅ HIT,-0.4,0.44,1.19,0.9,-1.72,1.0,0.8,0.0041,50.0%,8.5,0.0,52.8%,47.2%,-0.0169,,,,,,,,,,,,,,,,,,,,,,,,,
935,Derrick White,FGM,5.5,UNDER,PrizePicks,,,51.2%,C,DO NOT BET,32.68,✅ HIT,3.0,UNDER,53.4%,33.91,✅ HIT,UNDER,53.8%,34.14,✅ HIT,OVER,51.6%,32.36,❌ MISS,OVER,51.0%,32.0,❌ MISS,0.27,-0.06,-0.0,-0.1,0.57,0.8,0.8,0.0246,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Jonathan Kuminga,PA,13.5,UNDER,PrizePicks,,,50.1%,D,DO NOT BET,32.65,✅ HIT,9.0,UNDER,57.9%,36.9,✅ HIT,UNDER,57.6%,36.72,✅ HIT,OVER,57.1%,33.85,❌ MISS,OVER,57.6%,34.13,❌ MISS,0.22,-0.39,-0.0,-2.7,4.2,0.8,1.2,0.0756,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Chet Holmgren,REB,8.5,OVER,Underdog,,1.02x,50.6%,B,DO NOT BET,32.62,❌ MISS,5.0,OVER,51.2%,33.38,❌ MISS,OVER,52.0%,34.35,❌ MISS,UNDER,50.8%,32.87,✅ HIT,UNDER,50.1%,31.94,✅ HIT,-0.14,0.03,-0.58,0.1,-0.58,1.6,1.6,0.0111,50.0%,8.5,0.0,50.0%,50.0%,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,
938,Jayson Tatum,PA,24.5,UNDER,Underdog,,0.88x,56.1%,D,DO NOT BET,32.6,❌ MISS,26.0,UNDER,56.6%,33.38,❌ MISS,UNDER,56.3%,32.99,❌ MISS,UNDER,56.0%,32.3,❌ MISS,UNDER,55.5%,31.75,❌ MISS,-0.39,-0.5,0.68,-2.7,0.57,0.8,0.8,0.0043,100.0%,22.5,-2.0,56.3%,43.7%,0.0804,,,,,,,,,,,,,,,,,,,,,,,,,
939,Kevin Durant,REB,5.0,OVER,PrizePicks,,,50.7%,B,DO NOT BET,32.58,❌ MISS,3.0,UNDER,50.3%,34.32,✅ HIT,OVER,50.6%,32.53,❌ MISS,OVER,50.9%,32.68,❌ MISS,OVER,51.6%,33.06,❌ MISS,-0.28,0.12,-0.17,0.2,-0.66,1.0,0.8,0.0066,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Bennedict Mathurin,FGM,5.5,OVER,PrizePicks,,,51.0%,C,DO NOT BET,32.55,✅ HIT,7.0,OVER,52.0%,33.12,✅ HIT,OVER,51.4%,32.8,✅ HIT,OVER,50.6%,32.31,✅ HIT,UNDER,50.1%,34.37,❌ MISS,-0.14,-0.83,-0.29,-1.7,1.4,1.2,1.2,0.008,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Julius Randle,FTA,5.5,OVER,PrizePicks,,,50.9%,C,DO NOT BET,32.53,❌ MISS,4.0,OVER,50.2%,32.18,❌ MISS,UNDER,51.2%,34.78,✅ HIT,OVER,53.2%,33.83,❌ MISS,OVER,51.2%,32.7,❌ MISS,-0.24,-0.92,0.03,-2.7,1.99,1.2,1.6,0.016,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,RJ Barrett,3PM,1.5,OVER,Underdog and PrizePicks,Goblin,0.79x,50.8%,S,DO NOT BET,32.52,❌ MISS,0.0,OVER,50.0%,32.09,❌ MISS,UNDER,50.3%,34.37,✅ HIT,OVER,51.9%,33.12,❌ MISS,OVER,51.5%,32.91,❌ MISS,-0.21,-0.4,0.0,-0.5,0.23,1.0,0.8,0.0092,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Jonathan Kuminga,FGM,3.5,OVER,PrizePicks,Goblin,,53.8%,C,DO NOT BET,32.48,❌ MISS,3.0,UNDER,51.1%,33.19,✅ HIT,UNDER,51.6%,33.46,✅ HIT,OVER,59.4%,35.56,❌ MISS,OVER,58.5%,35.08,❌ MISS,-0.36,0.19,0.0,0.5,-1.43,1.2,0.8,0.0518,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Cooper Flagg,TOV,2.5,UNDER,Underdog,,1.09x,53.7%,A,DO NOT BET,32.46,✅ HIT,0.0,OVER,52.1%,33.64,❌ MISS,OVER,51.8%,33.43,❌ MISS,UNDER,59.5%,35.6,✅ HIT,UNDER,59.4%,35.57,✅ HIT,-0.04,1.02,-0.93,1.9,-1.98,0.6,0.4,0.057,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Bam Adebayo,FTM,4.5,UNDER,Underdog,,0.84x,53.8%,B,DO NOT BET,32.44,✅ HIT,4.0,UNDER,58.3%,34.89,✅ HIT,UNDER,58.6%,35.08,✅ HIT,OVER,51.6%,33.6,❌ MISS,OVER,50.0%,32.75,❌ MISS,-0.02,1.97,-1.54,2.3,-2.32,0.4,0.0,0.0467,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Draymond Green,FTM,0.5,OVER,PrizePicks,,,52.9%,B,DO NOT BET,32.4,✅ HIT,2.0,OVER,56.1%,34.19,✅ HIT,OVER,54.2%,33.13,✅ HIT,OVER,51.3%,31.55,✅ HIT,UNDER,50.2%,35.3,❌ MISS,-0.27,-0.26,-1.15,-0.3,-0.01,1.0,0.8,0.0246,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Jaylen Brown,AST,5.0,OVER,PrizePicks,,,54.3%,C,DO NOT BET,32.36,✅ HIT,8.0,OVER,54.9%,33.04,✅ HIT,OVER,54.0%,32.0,✅ HIT,OVER,54.8%,32.77,✅ HIT,OVER,53.7%,31.62,✅ HIT,-0.12,0.17,0.35,0.2,-0.34,1.4,0.8,0.0052,100.0%,5.5,0.5,49.0%,50.9%,0.0344,,,,,,,,,,,,,,,,,,,,,,,,,
948,P.J. Washington,PR,21.5,UNDER,PrizePicks,,,51.3%,D,DO NOT BET,32.28,❌ MISS,34.0,OVER,50.1%,12.86,✅ HIT,OVER,50.1%,12.81,✅ HIT,UNDER,52.8%,34.02,❌ MISS,UNDER,52.7%,33.86,❌ MISS,-0.05,0.54,-0.19,3.9,-4.23,0.8,0.4,0.0142,50.0%,22.5,1.0,46.7%,53.3%,-0.0127,,,,,,,,,,,,,,,,,,,,,21.5,0.0,48.9%,51.1%,0.0016
949,Tyler Herro,FTM,2.5,UNDER,Underdog,,1.07x,50.3%,B,DO NOT BET,32.28,✅ HIT,2.0,OVER,52.8%,32.92,❌ MISS,OVER,51.2%,32.06,❌ MISS,UNDER,52.0%,33.22,✅ HIT,UNDER,53.1%,33.83,✅ HIT,0.26,0.29,-0.41,0.9,-0.08,0.6,0.8,0.0236,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Draymond Green,FGA,7.5,UNDER,PrizePicks,,,52.4%,D,DO NOT BET,32.25,✅ HIT,4.0,OVER,50.1%,35.2,❌ MISS,UNDER,50.5%,31.23,✅ HIT,UNDER,54.6%,33.47,✅ HIT,UNDER,54.6%,33.45,✅ HIT,0.0,0.2,-1.7,0.7,-0.69,1.0,0.4,0.0221,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Pascal Siakam,PRA,31.5,OVER,PrizePicks,,,66.5%,D,STRONG BET,32.24,❌ MISS,29.0,OVER,67.2%,32.97,❌ MISS,OVER,66.9%,32.66,❌ MISS,OVER,66.0%,31.52,❌ MISS,OVER,66.2%,31.81,❌ MISS,-0.4,-0.26,0.23,-1.9,-1.04,1.4,1.6,0.005,100.0%,31.5,0.0,48.1%,51.9%,0.1198,31.5,0.0,48.3%,51.7%,0.1189,31.5,0.0,48.7%,51.3%,0.1163,31.5,0.0,49.5%,50.5%,0.111,32.5,1.0,41.1%,58.9%,0.1651,31.5,0.0,52.0%,48.0%,0.0946
952,Stephon Castle,FTA,4.5,OVER,PrizePicks,Demon,,52.7%,C,DO NOT BET,32.19,✅ HIT,9.0,OVER,56.4%,34.26,✅ HIT,OVER,54.3%,33.08,✅ HIT,OVER,50.8%,31.18,✅ HIT,UNDER,50.9%,35.69,❌ MISS,-0.26,-0.46,-0.32,-2.1,0.9,0.8,1.2,0.0287,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Amen Thompson,PR,25.5,OVER,Underdog and PrizePicks,,,50.2%,D,DO NOT BET,32.18,❌ MISS,20.0,OVER,51.3%,32.8,❌ MISS,OVER,51.2%,32.76,❌ MISS,UNDER,51.0%,32.23,✅ HIT,UNDER,50.9%,32.16,✅ HIT,-0.05,-0.79,0.21,-5.9,5.53,1.6,1.6,0.0109,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Andrew Nembhard,PTS,15.0,OVER,PrizePicks,,,55.6%,D,DO NOT BET,32.17,❌ MISS,14.0,OVER,58.5%,35.59,❌ MISS,OVER,57.8%,34.73,❌ MISS,OVER,53.3%,29.6,❌ MISS,OVER,52.6%,28.76,❌ MISS,-0.33,-0.25,0.37,-1.6,-0.51,1.2,0.8,0.0262,100.0%,15.5,0.5,44.6%,55.4%,0.0714,15.5,0.5,47.4%,52.6%,0.0532,15.5,0.5,45.0%,55.0%,0.069,15.5,0.5,46.6%,53.4%,0.0584,18.5,3.5,23.9%,76.1%,0.2055,14.5,-0.5,54.5%,45.5%,0.0069
955,Jalen Johnson,PR,30.5,OVER,Underdog and PrizePicks,,,52.4%,D,DO NOT BET,32.14,✅ HIT,35.0,OVER,52.1%,31.95,✅ HIT,OVER,52.0%,31.9,✅ HIT,OVER,52.8%,32.32,✅ HIT,OVER,52.9%,32.4,✅ HIT,-0.4,0.11,-0.38,0.7,-3.3,0.8,0.8,0.004,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Donovan Mitchell,REB,4.5,UNDER,Underdog,,1.05x,50.4%,B,DO NOT BET,32.09,❌ MISS,6.0,UNDER,52.2%,33.07,❌ MISS,UNDER,51.2%,32.55,❌ MISS,OVER,50.6%,32.16,✅ HIT,OVER,51.3%,32.55,✅ HIT,-0.01,-0.17,0.22,-0.5,0.48,0.8,1.2,0.0137,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,LeBron James,PA,25.5,OVER,Underdog and PrizePicks,,0.88x,52.1%,D,DO NOT BET,32.0,✅ HIT,32.0,OVER,57.7%,38.46,✅ HIT,OVER,58.1%,38.93,✅ HIT,UNDER,53.9%,17.63,❌ MISS,UNDER,53.4%,17.07,❌ MISS,-0.42,0.2,1.5,1.1,-3.44,0.8,0.8,0.0577,50.0%,26.5,1.0,51.6%,48.4%,0.0032,26.5,1.0,53.5%,46.5%,-0.0089,,,,,,,,,,,26.5,1.0,52.9%,47.1%,-0.0055,25.5,0.0,50.8%,49.2%,0.0085
958,Jalen Johnson,AST,7.5,OVER,Underdog,,1.03x,51.2%,C,DO NOT BET,31.96,✅ HIT,12.0,UNDER,52.1%,33.19,❌ MISS,UNDER,52.5%,33.36,❌ MISS,OVER,55.4%,34.22,✅ HIT,OVER,54.2%,33.61,✅ HIT,-0.16,-0.49,-0.17,-1.7,1.15,1.4,1.6,0.0358,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Onyeka Okongwu,3PM,1.5,OVER,Underdog,,,51.7%,S,DO NOT BET,31.96,✅ HIT,3.0,UNDER,50.1%,32.66,❌ MISS,UNDER,50.4%,32.81,❌ MISS,OVER,53.9%,33.17,✅ HIT,OVER,53.5%,32.93,✅ HIT,-0.51,0.56,0.0,0.5,-0.95,0.8,0.8,0.0199,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Victor Wembanyama,FTA,5.5,OVER,PrizePicks,Goblin,,51.2%,C,DO NOT BET,31.89,❌ MISS,3.0,OVER,50.7%,31.65,❌ MISS,UNDER,50.7%,35.36,✅ HIT,OVER,53.4%,33.09,❌ MISS,OVER,51.3%,31.95,❌ MISS,-0.37,0.24,0.46,0.9,-2.29,0.8,0.4,0.0146,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Jrue Holiday,3PA,6.5,OVER,Underdog and PrizePicks,,,50.2%,B,DO NOT BET,31.86,❌ MISS,5.0,OVER,50.0%,31.78,❌ MISS,UNDER,50.6%,34.96,✅ HIT,OVER,51.0%,32.31,❌ MISS,OVER,50.3%,31.91,❌ MISS,0.03,0.04,-1.38,0.1,-0.03,1.0,0.8,0.0057,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Stephon Castle,PA,26.0,UNDER,PrizePicks,,,56.5%,D,DO NOT BET,31.82,✅ HIT,24.0,UNDER,52.6%,27.11,✅ HIT,UNDER,52.3%,26.68,✅ HIT,UNDER,60.8%,36.99,✅ HIT,UNDER,60.4%,36.48,✅ HIT,-0.29,0.15,-0.23,1.2,-3.58,1.4,1.2,0.0408,100.0%,25.5,-0.5,52.7%,47.3%,0.0598,25.5,-0.5,51.7%,48.2%,0.0538,,,,,,,,,,,26.5,0.5,48.4%,51.6%,0.0322,25.5,-0.5,48.0%,52.0%,0.0295
963,Tyler Herro,PRA,29.5,OVER,Underdog and PrizePicks,,,50.1%,D,DO NOT BET,31.76,❌ MISS,24.0,OVER,52.8%,33.25,❌ MISS,OVER,52.8%,33.29,❌ MISS,UNDER,52.8%,33.28,✅ HIT,UNDER,52.5%,33.11,✅ HIT,-0.12,-0.02,0.4,-0.1,-0.56,1.2,1.2,0.0275,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Onyeka Okongwu,PRA,23.5,OVER,Underdog,,,52.8%,D,DO NOT BET,31.68,❌ MISS,14.0,OVER,51.2%,30.8,❌ MISS,OVER,51.3%,30.86,❌ MISS,OVER,54.2%,32.44,❌ MISS,OVER,54.5%,32.61,❌ MISS,-0.71,0.51,-0.68,2.1,-5.04,0.8,0.8,0.0155,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Darius Garland,PR,22.5,UNDER,Underdog,,,51.2%,D,DO NOT BET,31.52,❌ MISS,28.0,UNDER,52.5%,33.11,❌ MISS,UNDER,52.5%,33.05,❌ MISS,OVER,50.0%,13.63,✅ HIT,OVER,50.2%,13.79,✅ HIT,-0.13,0.33,-0.08,3.5,-4.86,1.0,0.8,0.013,50.0%,,,,,,22.5,0.0,49.7%,50.3%,0.006,,,,,,,,,,,23.5,1.0,45.6%,54.4%,-0.0211,21.5,-1.0,51.1%,48.9%,0.0151
966,Onyeka Okongwu,PRA,23.0,OVER,PrizePicks,,,54.1%,D,DO NOT BET,31.5,❌ MISS,14.0,OVER,52.6%,30.68,❌ MISS,OVER,52.6%,30.73,❌ MISS,OVER,55.4%,32.22,❌ MISS,OVER,55.7%,32.38,❌ MISS,-0.83,0.39,-0.8,1.6,-5.04,0.8,0.8,0.0146,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Jerami Grant,FTM,3.5,OVER,PrizePicks,,,51.8%,B,DO NOT BET,31.5,❌ MISS,0.0,UNDER,50.2%,33.06,✅ HIT,UNDER,51.5%,33.74,✅ HIT,OVER,55.4%,33.49,❌ MISS,OVER,53.4%,32.4,❌ MISS,-1.23,2.8,-0.46,2.5,-3.6,0.8,0.0,0.0276,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Payton Pritchard,REB,3.5,UNDER,Underdog,,0.83x,50.2%,B,DO NOT BET,31.49,✅ HIT,2.0,UNDER,51.8%,33.44,✅ HIT,UNDER,50.9%,32.31,✅ HIT,OVER,50.6%,33.23,❌ MISS,OVER,51.3%,34.08,❌ MISS,0.24,-0.23,-0.8,-0.5,1.03,0.8,0.8,0.0123,50.0%,3.5,0.0,50.0%,50.0%,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,
969,Josh Giddey,FTA,3.5,OVER,PrizePicks,Goblin,,50.3%,C,DO NOT BET,31.48,✅ HIT,4.0,OVER,50.0%,31.31,✅ HIT,UNDER,51.3%,35.68,❌ MISS,OVER,52.3%,32.56,✅ HIT,OVER,50.4%,31.5,✅ HIT,-0.54,1.4,-0.68,2.1,-2.91,0.4,0.4,0.013,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Donovan Mitchell,AST,5.0,OVER,PrizePicks,,,50.1%,C,DO NOT BET,31.48,❌ MISS,4.0,OVER,50.1%,31.45,❌ MISS,UNDER,50.4%,35.25,✅ HIT,OVER,50.8%,31.84,❌ MISS,OVER,50.1%,31.45,❌ MISS,-0.23,-0.18,0.0,-0.6,-0.18,0.6,0.8,0.0043,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Quentin Grimes,3PA,5.5,UNDER,Underdog,,,50.4%,B,DO NOT BET,31.39,✅ HIT,3.0,OVER,52.4%,33.68,❌ MISS,OVER,51.6%,33.23,❌ MISS,UNDER,52.6%,32.6,✅ HIT,UNDER,53.1%,32.86,✅ HIT,-0.18,-0.56,0.12,-0.5,0.34,1.0,1.2,0.0245,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Tyler Herro,PTS,20.0,OVER,PrizePicks,,,51.8%,D,DO NOT BET,31.33,❌ MISS,18.0,OVER,56.5%,33.93,❌ MISS,OVER,55.9%,33.58,❌ MISS,UNDER,52.3%,34.08,✅ HIT,UNDER,52.8%,34.33,✅ HIT,-0.28,0.24,0.21,1.2,-2.6,1.2,0.8,0.0441,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jayson Tatum,3PM,2.5,OVER,PrizePicks,Goblin,,52.7%,S,DO NOT BET,31.22,✅ HIT,3.0,OVER,51.0%,29.02,✅ HIT,OVER,50.8%,28.68,✅ HIT,OVER,54.8%,33.86,✅ HIT,OVER,54.4%,33.32,✅ HIT,-0.21,-0.08,-0.25,-0.1,-0.15,1.0,0.4,0.0184,100.0%,3.5,1.0,38.0%,62.0%,0.096,,,,,,,,,,,,,,,,,,,,,,,,,
974,Tim Hardaway Jr.,3PM,2.5,OVER,Underdog,,1.03x,51.9%,S,DO NOT BET,31.09,❌ MISS,1.0,OVER,59.6%,35.32,❌ MISS,OVER,59.2%,35.12,❌ MISS,UNDER,55.5%,35.48,✅ HIT,UNDER,55.8%,35.61,✅ HIT,-0.16,-0.33,-0.18,-0.7,0.37,1.0,0.8,0.0752,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Jamal Murray,REB,4.0,UNDER,PrizePicks,,,50.7%,B,DO NOT BET,31.03,❌ MISS,6.0,UNDER,51.0%,31.56,❌ MISS,UNDER,50.1%,30.55,❌ MISS,UNDER,51.3%,31.42,❌ MISS,UNDER,50.5%,30.57,❌ MISS,0.13,0.16,-0.12,0.4,-0.06,1.0,0.8,0.0047,100.0%,4.5,0.5,43.0%,57.0%,-0.0404,4.5,0.5,43.7%,56.3%,-0.0361,4.5,0.5,40.9%,59.1%,-0.0542,,,,,,5.5,1.5,21.3%,78.7%,-0.1818,4.5,0.5,43.3%,56.7%,-0.0388
976,LeBron James,PR,25.5,OVER,Underdog and PrizePicks,,0.88x,51.6%,D,DO NOT BET,30.99,✅ HIT,32.0,OVER,57.4%,38.1,✅ HIT,OVER,57.2%,37.75,✅ HIT,UNDER,54.2%,18.49,❌ MISS,UNDER,54.1%,18.32,❌ MISS,-0.2,-0.1,-1.5,-0.7,-0.66,0.6,0.8,0.0574,50.0%,25.5,0.0,52.4%,47.6%,-0.0054,26.5,1.0,45.3%,54.7%,0.0408,,,,,,,,,,,26.5,1.0,45.2%,54.8%,0.0416,25.5,0.0,50.8%,49.2%,0.005
977,Naz Reid,FTA,1.5,OVER,PrizePicks,Goblin,,50.0%,C,DO NOT BET,30.95,✅ HIT,2.0,OVER,51.9%,31.99,✅ HIT,OVER,50.3%,31.11,✅ HIT,UNDER,50.3%,32.96,❌ MISS,UNDER,51.8%,33.81,❌ MISS,-0.08,-0.92,-0.85,-1.1,1.01,1.4,1.6,0.0135,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Norman Powell,FGA,14.5,OVER,Underdog,,,51.3%,D,DO NOT BET,30.94,❌ MISS,12.0,UNDER,50.6%,33.69,✅ HIT,UNDER,51.2%,33.99,✅ HIT,OVER,54.2%,32.52,❌ MISS,OVER,53.0%,31.84,❌ MISS,-0.29,0.19,-0.34,0.9,-2.23,1.0,1.2,0.023,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Draymond Green,3PA,4.5,UNDER,Underdog,,1.06x,50.3%,B,DO NOT BET,30.88,✅ HIT,3.0,OVER,50.3%,35.89,❌ MISS,UNDER,50.3%,30.88,✅ HIT,UNDER,50.4%,30.88,✅ HIT,UNDER,51.0%,31.23,✅ HIT,0.11,0.3,-1.9,0.5,-0.32,0.4,0.4,0.0046,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Luka Dončić,PR,43.5,UNDER,PrizePicks,,,65.2%,D,STRONG BET,30.81,❌ MISS,49.0,UNDER,65.2%,30.93,❌ MISS,UNDER,64.8%,30.38,❌ MISS,UNDER,65.4%,31.04,❌ MISS,UNDER,65.3%,30.9,❌ MISS,-0.21,0.33,0.2,3.5,-5.72,1.2,1.2,0.0023,100.0%,42.5,-1.0,50.7%,49.3%,0.1033,43.5,0.0,50.5%,49.5%,0.1021,,,,,,,,,,,44.5,1.0,48.2%,51.7%,0.0873,42.5,-1.0,50.7%,49.3%,0.1033
981,Darius Garland,PTS,19.5,UNDER,Underdog and PrizePicks,,0.88x,50.5%,D,DO NOT BET,30.8,❌ MISS,24.0,OVER,50.5%,14.11,✅ HIT,OVER,50.1%,13.6,✅ HIT,UNDER,51.0%,31.38,❌ MISS,UNDER,51.5%,31.99,❌ MISS,-0.08,0.43,-0.0,4.3,-5.05,0.8,0.8,0.0079,50.0%,19.5,0.0,49.5%,50.5%,-0.0003,20.5,1.0,47.9%,52.1%,-0.0108,18.5,-1.0,52.0%,47.9%,0.0165,19.5,0.0,50.0%,50.0%,0.0031,23.5,4.0,33.7%,66.3%,-0.103,18.5,-1.0,51.4%,48.6%,0.012
982,Luka Dončić,FTM,7.5,OVER,PrizePicks,,,50.8%,B,DO NOT BET,30.78,✅ HIT,9.0,UNDER,52.1%,34.12,❌ MISS,UNDER,53.1%,34.69,❌ MISS,OVER,55.3%,33.22,✅ HIT,OVER,53.3%,32.13,✅ HIT,-0.1,-0.19,-0.46,-0.7,0.32,1.0,0.8,0.0353,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Jalen Johnson,PA,28.5,OVER,Underdog,,0.89x,53.2%,D,DO NOT BET,30.76,✅ HIT,39.0,UNDER,50.8%,34.66,❌ MISS,UNDER,50.4%,34.46,❌ MISS,OVER,56.7%,32.7,✅ HIT,OVER,57.2%,32.98,✅ HIT,-0.32,-0.07,-0.35,-0.5,-1.78,1.2,1.2,0.0378,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Alperen Sengun,PA,25.0,OVER,PrizePicks,,,55.9%,D,DO NOT BET,30.76,✅ HIT,33.0,OVER,56.6%,31.67,✅ HIT,OVER,57.0%,32.14,✅ HIT,OVER,54.9%,29.3,✅ HIT,OVER,55.4%,29.91,✅ HIT,-0.15,-0.28,-0.66,-3.0,1.44,0.8,0.8,0.0088,100.0%,24.5,-0.5,50.7%,49.3%,0.0339,24.5,-0.5,49.7%,50.3%,0.0408,,,,,,,,,,,25.5,0.5,44.5%,55.5%,0.0741,24.5,-0.5,50.9%,49.1%,0.033
985,Kawhi Leonard,PTS,27.5,OVER,PrizePicks,,,61.3%,D,DO NOT BET,30.71,❌ MISS,27.0,OVER,59.0%,28.03,❌ MISS,OVER,58.2%,27.15,❌ MISS,OVER,64.6%,34.47,❌ MISS,OVER,63.5%,33.2,❌ MISS,-0.27,-0.56,1.5,-1.7,0.86,1.8,1.6,0.0277,100.0%,27.5,0.0,47.2%,52.8%,0.0919,27.5,0.0,50.4%,49.6%,0.0711,27.5,0.0,46.1%,53.9%,0.0988,27.5,0.0,50.0%,50.0%,0.0737,32.5,5.0,14.8%,85.2%,0.3027,27.5,0.0,48.0%,52.0%,0.0867
986,Chet Holmgren,FGA,10.5,OVER,PrizePicks,Goblin,,50.5%,D,DO NOT BET,30.67,❌ MISS,7.0,UNDER,50.1%,33.45,✅ HIT,UNDER,50.7%,33.8,✅ HIT,OVER,51.8%,31.41,❌ MISS,OVER,50.9%,30.92,❌ MISS,-0.33,-0.03,-0.37,-0.1,-0.85,1.0,1.2,0.0097,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Alperen Sengun,FTM,2.5,OVER,PrizePicks,,,51.9%,B,DO NOT BET,30.65,✅ HIT,6.0,OVER,54.7%,32.18,✅ HIT,OVER,52.9%,31.21,✅ HIT,OVER,50.7%,30.01,✅ HIT,UNDER,50.7%,36.87,❌ MISS,-0.51,0.4,-1.18,0.9,-2.05,0.6,0.4,0.0206,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
